Image#,Source PDF,Year,Type of Chart,Secondary Type Of Chart,Description,PDF Link
215,Renewable Energy Sources and Climate Change Mitigation,2012,Box and Whiskers,None,"Hydropower electricity share of total global electricity supply in the longterm scenarios (median, 25th to 75th percentile range, and full range of scenario results",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
216,Renewable Energy Sources and Climate Change Mitigation,2012,Heat Map,None,Global offshore annual wave power level distribution,  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
217,Renewable Energy Sources and Climate Change Mitigation,2012,Heat Map,None,World map of M2 tidal amplitude,  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
218,Renewable Energy Sources and Climate Change Mitigation,2012,Heat Map,None,"Worldwide average ocean temperature differences (�C) between 20 and 1,000 m water depth (Nihous, 2010).",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
219,Renewable Energy Sources and Climate Change Mitigation,2012,Box and Whiskers,None,Estimates of life-cycle GHG emissions of wave and tidal range technologies,  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
220,Renewable Energy Sources and Climate Change Mitigation,2012,Line Chart,None,Capacity factor effect on LCOE for estimated 2020 wave and tidal current investment costs,  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
221,Renewable Energy Sources and Climate Change Mitigation,2012,Heat Map,None,Example global wind resource map with 5 km x 5 km resolutio,  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
222,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,Line Chart,"Global annual wind power capacity additions and cumulative capacity (Data sources: GWEC, 2010a; Wiser and Bolinger, 2010).",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
223,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,Annual wind power capacity additions by region,  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
224,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,Relative contribution of electricity supply types to gross capacity additions in the EU and the USA (Data sources:,  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
225,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,Approximate annual average wind electricity penetration in the twenty countries with the greatest installed wind power capacity,  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
226,Renewable Energy Sources and Climate Change Mitigation,2012,Line Chart,None,"Example time series of wind power output scaled to wind power capacity for a single wind turbine, a group of wind power plants, and all wind power plants in Germany over a 10-day period in 2006",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
227,Renewable Energy Sources and Climate Change Mitigation,2012,Line Chart,None,"Wind energy, electricity demand and instantaneous penetration levels in (left) West Denmark for a week in January 2005, and (right) the island of Ireland for two days in April 2010. Source: Data from (left) www.energinet.dk; (right) www.eirgrid.com and System Operator for Northern Ireland.",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
228,Renewable Energy Sources and Climate Change Mitigation,2012,Connected Scatter Plot,None,Estimates of the increase in balancing costs due to wind energy from several wind energy integration studies in Europe and the USA,  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
229,Renewable Energy Sources and Climate Change Mitigation,2012,Box and Whiskers,None,"Lifecycle GHG emissions of wind energy technologies (unmodifi ed literature values, after quality screen)",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
230,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,Fleet-wide average capacity factors for a large sample of wind power plants in the USA from 1999 to 2009,  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
231,Renewable Energy Sources and Climate Change Mitigation,2012,Line Chart,None,"Estimated levelized cost of on- and offshore wind energy, 2009: (a) as a function of capacity factor and investment cost* and (b) as a function of capacity factor and discount rate",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
232,Renewable Energy Sources and Climate Change Mitigation,2012,Box and Whiskers,None,"Global primary energy supply of wind energy in long-term scenarios (median, 25th to 75th percentile range, and full range of scenario results;",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
233,Renewable Energy Sources and Climate Change Mitigation,2012,Box and Whiskers,None,"| Wind electricity share in total global electricity supply in long-term scenarios (median, 25th to 75th percentile range, and full range of scenario results",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
234,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,"Share of total heat demand in buildings supplied by district heating schemes for selected countries (Euroheat&Power, 2007).",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
235,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,"Comparative average annual heating and unit costs (USD2005), including climate, energy and carbon taxes, as seen by the end user in a typical Swedish 1,000 m2 multi-family building with a heat demand around 700 GJ/yr",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
236,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,"For a 500 kWe CHP plant fuelled by biogas produced from either the anaerobic digestion of animal manure slurry or a corn silage energy crop, the potential reductions of GHG emissions can be compared with using natural gas to fuel the CHP plan",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
237,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,"Relative costs for distributing and dispensing biomethane (either compressed or liquefi ed) at the medium scale by truck or pipeline (�hman, 2010).",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
238,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,Technical annual potentials of biomethane at standard temperature and pressure (STP) as produced from a range of biomass feedstocks in the EU region in 2005 and 2020 (,  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
239,Renewable Energy Sources and Climate Change Mitigation,2012,Scatter Plot,None,"Relative fuel economies of future alternative drive train light duty vehicles compared to advanced spark ignition, gasoline-fuelled, internal-combustion engine vehicles, based on several selected studies.",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
240,Renewable Energy Sources and Climate Change Mitigation,2012,Scatter Plot,None,"Relative incremental retail price for future mid-sized alternative drive light duty vehicles compared to advanced gasoline, spark ignition, internal combustion engine vehicles as the reference price (= $0).",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
241,Renewable Energy Sources and Climate Change Mitigation,2012,Line Chart,None,"Life cycle GHG emissions (excluding land use change) from a range of light duty vehicle types as a function of the GHG emission intensity of electricity generation systems using coal, natural gas or low-carbon technologies including nuclear and RE",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
242,Renewable Energy Sources and Climate Change Mitigation,2012,Scatter Plot,None,"Well-to-wheels (WTW) GHG emission reductions per kilometre travelled, with ranges shown taken from selected studies of alternative light duty fuel/vehicle pathways, normalized to the GHG emissions of a gasoline, internal combustion engine, light-duty vehicle",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
243,Renewable Energy Sources and Climate Change Mitigation,2012,Box and Whiskers,None,"Relative performance of current building technologies to meet heat energy demand compared with future designs of energy-effi cient buildings with integrated RE systems and related investment costs (from base year 2005 = 100), based on a full-scale demonstration project in Finland",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
244,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,"Industrial heat demands for various temperature quality ranges by the heavy industrial and light manufacturing sub-sectors, based on an assessment within 32 European countries.",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
245,Renewable Energy Sources and Climate Change Mitigation,2012,Connected Scatter Plot,None,Increased global productivity per hectare for a range of staple crops over the past few decades compared with average yields in base year 1961 shown at 100 (based on FAO (2009) data),  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
246,Renewable Energy Sources and Climate Change Mitigation,2012,Heat Map,None,"Average seasonal and daily electricity demand for the Totara Valley community (in kWh consumption per 30 minute periods), and (b) annual and daily wind data, showing some matching of wind power supply with evening and winter peak demands (Murray, 2005).",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
247,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,"Energy use (EJ) by economic sector. Note that the underlying data are calculated using the IEA physical content method, not the direct equivalent method1 (IEA, 2008c). Note: RoW = Rest of World.",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
248,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,"The relationship between per capita fi nal energy consumption and income in developing countries (IEA, 2010b).",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
249,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,"Energy imports as the share of total primary energy consumption (%) for coal (hard coal and lignite), crude oil and natural gas for selected world regions in 2008. Negative values denote net exporters of energy carriers. Based on BGR (2009).",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
250,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,"Illustrative ranges in lifecycle GHG emissions of petroleum fuels, fi rst-generation biofuels and selected next-generation lignocellulosic biofuels without considering land use change",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
251,Renewable Energy Sources and Climate Change Mitigation,2012,Box and Whiskers,None,"Illustrative estimates of direct and indirect LUC-related GHG emissions induced by several fi rst-generation biofuel pathways, reported here as ranges in central tendency and total reported uncertainty",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
252,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,"Premature deaths from household air pollution and other diseases in 2008 and projected for 2030 (IEA, 2010a).",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
253,Renewable Energy Sources and Climate Change Mitigation,2012,Bar Graph,None,"Comparison of fatality rates and maximum consequences of currently operating large centralized and decentralized energy technologies. Fossil and hydropower is based on the ENSAD database (period 1970 to 2008); for nuclear PSA is applied; and for other renewable sources a combination of available data, literature survey and expert judgment is used. See Annex II for methodological details.",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
254,Renewable Energy Sources and Climate Change Mitigation,2012,Line Chart,None,"Historic global fossil and industrial CO2 emissions and projections from 164 long-term scenarios. Colour coding is based on categories of atmospheric CO2 concentration in 2100 as defi ned in the IPCC AR4, WGIII",  https://www.ipcc.ch/site/assets/uploads/2018/03/SRREN_Full_Report-1.pdf
